signal_name,exit_label,trades,win_rate,avg_net_return,median_net_return,total_return,avg_holding_bars,main_exit_reason
current_short_squeeze_signal,fixed_12b,12,0.5833333333333334,0.0018070395188138303,0.0012913919095967293,0.021574797627757825,12.0,fixed_12b_exit
current_short_squeeze_signal,fixed_6b,12,0.6666666666666666,0.0012060442021643066,0.0012258472520771065,0.014429919851405293,6.0,fixed_6b_exit
early_squeeze_candidate_signal,fixed_6b,9,0.5555555555555556,0.00028290959581921094,0.0013582375783320008,0.0024677195697913046,6.0,fixed_6b_exit
trend_filtered_short_squeeze_signal,adaptive,8,0.375,0.00019959526643002269,-0.0013543867558956971,0.0015518914941949902,5.625,false_squeeze
current_short_squeeze_signal,adaptive,13,0.38461538461538464,-8.003815329739077e-05,-0.0014976822798380188,-0.0011543148261417002,4.615384615384615,false_squeeze
early_squeeze_candidate_signal,adaptive,9,0.4444444444444444,-0.0005592391315094856,-0.0006859360931648954,-0.005057377671467744,4.777777777777778,false_squeeze
early_squeeze_candidate_signal,fixed_12b,9,0.5555555555555556,-0.0006006916082802234,0.0014443515113614865,-0.005549907649884278,12.0,fixed_12b_exit
trend_filtered_short_squeeze_signal,fixed_6b,8,0.5,-0.0008518683415527414,-0.0006665135676362836,-0.006846918365965293,6.0,fixed_6b_exit
trend_filtered_short_squeeze_signal,fixed_12b,8,0.375,-0.0009016196838666692,-0.0012782777200892929,-0.007301562897630065,12.0,fixed_12b_exit
