sample_split,signal_name,signal_count,sample_size,signal_rate,event_6b_avg_return,event_6b_median_return,event_6b_win_rate,event_12b_avg_return,event_12b_median_return,event_12b_win_rate,fixed_6b_trades_with_cost,fixed_6b_avg_net_return_with_cost,fixed_6b_total_return_with_cost,fixed_6b_win_rate_with_cost,fixed_12b_trades_with_cost,fixed_12b_avg_net_return_with_cost,fixed_12b_total_return_with_cost,fixed_12b_win_rate_with_cost,fixed_6b_positive_after_cost
in_sample,downtrend_highvol_forced_cover_signal,11,7200,0.0015277777777777779,0.0022678462807438553,0.0011119362473237526,0.8181818181818182,0.001912966995666232,2.6572318533091277e-05,0.5454545454545454,9,0.0010436519086364083,0.009346091753461128,0.3333333333333333,8,0.001386761777833848,0.011041496134807538,0.5,True
out_of_sample,downtrend_highvol_forced_cover_signal,18,3650,0.004931506849315068,0.0008039635402477849,-0.0005904030159952223,0.4444444444444444,-0.0008427393833856686,-0.001775782983832408,0.3333333333333333,10,0.0006181904950317679,0.00609012430953082,0.4,10,-0.000501153835656664,-0.005102714926719432,0.4,True
