sample_split,signal_name,exit_label,cost_label,trades,win_rate,avg_net_return,median_net_return,total_return,avg_holding_bars,main_exit_reason,robust_positive
in_sample,downtrend_highvol_forced_cover_signal,fixed_6b,with_cost,9,0.3333333333333333,0.0010436519086364083,-0.00019625520018804398,0.009346091753461128,6.0,fixed_6b_exit,True
out_of_sample,downtrend_highvol_forced_cover_signal,fixed_6b,with_cost,10,0.4,0.0006181904950317679,-0.0008199607879631802,0.00609012430953082,6.0,fixed_6b_exit,True
