signal_name,forced_cover_bucket,events,avg_return,median_return,win_rate,avg_mfe,avg_mae,breakeven_cost,avg_return_minus_cost,cost_beating_avg,enough_events,candidate_bucket,bucket_type,buy_aggression_bucket,volume_shock_bucket,trend_regime,volatility_regime,trend_vol_bucket
breakout_forced_cover_signal,score_4,98,6.739088030177529e-05,-4.131631594034291e-05,0.4897959183673469,0.003051133622968498,-0.0028356691101243743,0.0012,-0.0011326091196982246,False,True,False,forced_cover_bucket,,,,,
breakout_forced_cover_signal,score_3,263,-0.00040031428261039416,-0.00026517295943961905,0.4372623574144487,0.002239029544946741,-0.0023909260738979544,0.0012,-0.001600314282610394,False,True,False,forced_cover_bucket,,,,,
breakout_forced_cover_signal,score_5,60,-0.0006252737905948583,-0.0006103615672929386,0.4,0.003193549500916426,-0.003724858895904957,0.0012,-0.0018252737905948583,False,True,False,forced_cover_bucket,,,,,
current_short_squeeze_signal,score_4,54,0.00011463977790566656,-8.401918125028329e-05,0.48148148148148145,0.002649518194207626,-0.0024315805455595615,0.0012,-0.0010853602220943334,False,True,False,forced_cover_bucket,,,,,
current_short_squeeze_signal,score_3,162,-0.0003587880466824297,-0.0003215887684284713,0.43209876543209874,0.0022849806883259317,-0.002350201970828886,0.0012,-0.0015587880466824296,False,True,False,forced_cover_bucket,,,,,
current_short_squeeze_signal,score_5,33,-0.00043838776775289966,-0.00016001510197960478,0.45454545454545453,0.003788411874772547,-0.003460997539132652,0.0012,-0.0016383877677528995,False,True,False,forced_cover_bucket,,,,,
early_squeeze_candidate_signal,score_5,15,0.000889441918366433,4.6575509634383394e-05,0.5333333333333333,0.0038720123077995144,-0.002255607164109456,0.0012,-0.00031055808163356693,False,False,False,forced_cover_bucket,,,,,
early_squeeze_candidate_signal,score_4,42,0.00018977855742699634,0.0007103490517548217,0.5238095238095238,0.0032400713600277595,-0.0026159781557381473,0.0012,-0.0010102214425730036,False,True,False,forced_cover_bucket,,,,,
early_squeeze_candidate_signal,score_3,161,-9.849332324368102e-05,-0.00018559707946264048,0.4409937888198758,0.0017326915766407115,-0.0017999379633194933,0.0012,-0.001298493323243681,False,True,False,forced_cover_bucket,,,,,
early_squeeze_candidate_signal,score_0_to_2,188,-0.00012716051287463192,9.973709190103097e-05,0.526595744680851,0.0018671487904676374,-0.001961358392005173,0.0012,-0.0013271605128746318,False,True,False,forced_cover_bucket,,,,,
simple_breakout_signal,score_4,98,6.739088030177529e-05,-4.131631594034291e-05,0.4897959183673469,0.003051133622968498,-0.0028356691101243743,0.0012,-0.0011326091196982246,False,True,False,forced_cover_bucket,,,,,
simple_breakout_signal,score_3,263,-0.00040031428261039416,-0.00026517295943961905,0.4372623574144487,0.002239029544946741,-0.0023909260738979544,0.0012,-0.001600314282610394,False,True,False,forced_cover_bucket,,,,,
simple_breakout_signal,score_0_to_2,303,-0.0005868709075932601,-0.00019088408421630287,0.46864686468646866,0.002182262353984267,-0.0028137370618804354,0.0012,-0.00178687090759326,False,True,False,forced_cover_bucket,,,,,
simple_breakout_signal,score_5,60,-0.0006252737905948583,-0.0006103615672929386,0.4,0.003193549500916426,-0.003724858895904957,0.0012,-0.0018252737905948583,False,True,False,forced_cover_bucket,,,,,
trend_filtered_short_squeeze_signal,score_4,37,0.00014524104196675456,-0.0003996743996744767,0.4594594594594595,0.0027446295560085154,-0.002322828723478491,0.0012,-0.0010547589580332454,False,True,False,forced_cover_bucket,,,,,
trend_filtered_short_squeeze_signal,score_3,99,-0.0005752054215321718,-0.00034663640819676544,0.3838383838383838,0.002080999262184256,-0.0022077344539811897,0.0012,-0.0017752054215321718,False,True,False,forced_cover_bucket,,,,,
trend_filtered_short_squeeze_signal,score_5,20,-0.0009152356525006011,-0.0014024917185495034,0.35,0.002429731809984659,-0.003793482816361404,0.0012,-0.002115235652500601,False,True,False,forced_cover_bucket,,,,,
breakout_forced_cover_signal,,20,0.0009825214479522338,-3.0086983033195125e-05,0.5,0.0040124078752690195,-0.0027691414941109216,0.0012,-0.00021747855204776612,False,True,False,buy_aggression_bucket,buy_agg_lt_55,,,,
breakout_forced_cover_signal,,33,0.00011465915665216443,-0.0006681010203066773,0.48484848484848486,0.004058616327541935,-0.003963386517600084,0.0012,-0.0010853408433478355,False,True,False,buy_aggression_bucket,buy_agg_55_60,,,,
breakout_forced_cover_signal,,263,-0.0001742048556449893,-0.00018502139417941876,0.44866920152091255,0.0023627031666375157,-0.0022989404681473553,0.0012,-0.0013742048556449893,False,True,False,buy_aggression_bucket,buy_agg_ge_65,,,,
breakout_forced_cover_signal,,105,-0.0010839341103484296,-0.00031165311653125194,0.4095238095238095,0.0023230038693996227,-0.0032324260561511667,0.0012,-0.0022839341103484297,False,True,False,buy_aggression_bucket,buy_agg_60_65,,,,
current_short_squeeze_signal,,16,0.0008885148004852406,-0.0008892078952982274,0.4375,0.003599376636008969,-0.002666123460241837,0.0012,-0.00031148519951475933,False,False,False,buy_aggression_bucket,buy_agg_lt_55,,,,
current_short_squeeze_signal,,17,0.0008198796292530064,0.0012914943342592355,0.5294117647058824,0.004373021488844821,-0.0036146456547931326,0.0012,-0.0003801203707469935,False,False,False,buy_aggression_bucket,buy_agg_55_60,,,,
current_short_squeeze_signal,,150,-0.0003487219274838075,-0.0003346061279773105,0.44,0.002318313438385825,-0.0023616250934601697,0.0012,-0.0015487219274838075,False,True,False,buy_aggression_bucket,buy_agg_ge_65,,,,
current_short_squeeze_signal,,66,-0.0006400880799088959,-0.00017471729916485046,0.4393939393939394,0.00240272785786557,-0.0025439435153256857,0.0012,-0.0018400880799088958,False,True,False,buy_aggression_bucket,buy_agg_60_65,,,,
early_squeeze_candidate_signal,,115,9.162582976481242e-05,0.00013954879138999843,0.5565217391304348,0.0021139195719806205,-0.0017718946112160246,0.0012,-0.0011083741702351876,False,True,False,buy_aggression_bucket,buy_agg_lt_55,,,,
early_squeeze_candidate_signal,,120,9.034443650421201e-05,-0.0002266655668025086,0.4583333333333333,0.0019039559924941976,-0.0016771945595045014,0.0012,-0.001109655563495788,False,True,False,buy_aggression_bucket,buy_agg_ge_65,,,,
early_squeeze_candidate_signal,,78,-0.00018685925255002012,-0.00015691423243402447,0.46153846153846156,0.0021381145108201895,-0.0023069502085995607,0.0012,-0.00138685925255002,False,True,False,buy_aggression_bucket,buy_agg_60_65,,,,
early_squeeze_candidate_signal,,93,-0.0002715543481697893,-0.00019430350661142626,0.4838709677419355,0.001997872004991173,-0.002336099312826949,0.0012,-0.0014715543481697891,False,True,False,buy_aggression_bucket,buy_agg_55_60,,,,
simple_breakout_signal,,288,-0.0001955594949645773,-0.00018279224021205964,0.4513888888888889,0.0023222122150808964,-0.002328210450497197,0.0012,-0.0013955594949645771,False,True,False,buy_aggression_bucket,buy_agg_ge_65,,,,
simple_breakout_signal,,134,-0.00038381678418466944,-0.0006159619789615767,0.4552238805970149,0.0027055120393268315,-0.0032364637534067642,0.0012,-0.0015838167841846693,False,True,False,buy_aggression_bucket,buy_agg_55_60,,,,
simple_breakout_signal,,173,-0.0004277590679658609,-5.016892148090868e-05,0.49710982658959535,0.0024817727349940363,-0.0027458410922113286,0.0012,-0.0016277590679658607,False,True,False,buy_aggression_bucket,buy_agg_lt_55,,,,
