sample_split,signal_name,holding_bars,holding_minutes,cost_label,round_trip_cost,trades,win_rate,avg_net_return,median_net_return,total_return,profit_factor,max_drawdown,best_trade,worst_trade,positive_in_both
in_sample,downtrend_highvol_forced_cover_signal,6,30,base_cost,0.0012000000000000001,9,0.3333333333333333,0.0010436519086364083,-0.00019625520018804398,0.009346091753461128,2.7541937595366583,-0.005061424354188548,0.013097650069929712,-0.002181761760178568,True
out_of_sample,downtrend_highvol_forced_cover_signal,6,30,base_cost,0.0012000000000000001,10,0.4,0.0006181904950317679,-0.0008199607879631802,0.00609012430953082,1.4603779355566329,-0.010585032088964219,0.009666652804212328,-0.006097018211179561,True
