open_time,close,sample_split,trend_regime,volatility_regime,forced_cover_score,buy_aggression_ratio_15m,cvd_slope_15m,volume_shock_15m,vol_percentile,downtrend_highvol_forced_cover_signal
2026-03-31 11:15:00+00:00,66677.57,in_sample,trend_down,high_vol,4,0.5857227811430628,104.94784999999999,2.9389922525272762,0.75,True
2026-04-04 21:35:00+00:00,67303.07,in_sample,trend_down,high_vol,3,0.7743888640986148,9.335030000000003,0.7662903184582156,0.7638888888888888,True
2026-04-04 21:40:00+00:00,67311.17,in_sample,trend_down,high_vol,4,0.8240343468998012,19.877309999999994,1.0448809009077962,0.7465277777777778,True
2026-04-05 08:55:00+00:00,66933.18,in_sample,trend_down,high_vol,3,0.6711510957964305,8.005320000000001,0.7111599878868293,0.9236111111111112,True
2026-04-13 00:05:00+00:00,70892.02,in_sample,trend_down,high_vol,3,0.6245568337799611,25.67533000000001,1.0903610482566664,0.8819444444444444,True
2026-04-13 00:10:00+00:00,70916.18,in_sample,trend_down,high_vol,3,0.6283690796036155,1.2143900000000016,1.0912598183493711,0.8784722222222222,True
2026-04-13 00:25:00+00:00,70982.39,in_sample,trend_down,high_vol,4,0.6996650846174041,55.0745,1.2525535916309491,0.8784722222222222,True
2026-04-20 00:00:00+00:00,74069.97,in_sample,trend_down,high_vol,4,0.6015835325435833,30.366640000000015,1.486814036183726,0.9340277777777778,True
2026-04-20 00:50:00+00:00,74305.96,in_sample,trend_down,high_vol,3,0.6745369214375514,3.8391599999999926,1.0294824254048676,0.8993055555555556,True
2026-04-21 19:00:00+00:00,75739.12,in_sample,trend_down,high_vol,3,0.6009116704453381,27.849079999999994,0.9311316291794178,0.8402777777777778,True
2026-04-23 11:35:00+00:00,77521.08,in_sample,trend_down,high_vol,3,0.6247528585209194,7.9355699999999985,0.7324575079878792,0.7326388888888888,True
2026-04-23 11:55:00+00:00,77704.62,in_sample,trend_down,high_vol,4,0.7400500377140582,84.99115,1.1118791149553444,0.7291666666666666,True
2026-04-25 18:30:00+00:00,77359.47,in_sample,trend_down,high_vol,3,0.6129684574563794,10.851809999999999,0.5963032713392954,0.90625,True
2026-04-27 17:25:00+00:00,76832.66,in_sample,trend_down,high_vol,4,0.532300930478618,23.646809999999995,1.6503844684193623,0.9236111111111112,True
2026-04-27 17:30:00+00:00,76919.89,in_sample,trend_down,high_vol,4,0.5391676467876573,2.703330000000001,1.5516829697141805,0.9409722222222222,True
2026-04-28 07:40:00+00:00,76858.01,in_sample,trend_down,high_vol,5,0.741393311977183,136.57196999999996,4.0829430860744145,0.78125,True
2026-04-28 15:50:00+00:00,76085.41,in_sample,trend_down,high_vol,3,0.6370788870731572,44.780240000000006,0.8110890789093944,0.8958333333333334,True
2026-04-29 20:35:00+00:00,75752.25,in_sample,trend_down,high_vol,3,0.6302424694674957,13.14135,0.708273198132549,0.9027777777777778,True
2026-05-04 01:25:00+00:00,78605.69,in_sample,trend_down,high_vol,4,0.6687443949436301,9.808639999999997,1.2509199113545495,0.8680555555555556,True
2026-05-06 01:15:00+00:00,81287.59,in_sample,trend_down,high_vol,3,0.665186335393973,17.0036,0.7030682702516918,0.8958333333333334,True
2026-05-07 17:55:00+00:00,80094.52,in_sample,trend_down,high_vol,3,0.6189537486851134,24.85457,1.1339530090682188,0.8784722222222222,True
2026-05-07 18:00:00+00:00,80140.0,in_sample,trend_down,high_vol,4,0.6270758013066854,8.18677000000001,1.2530087395061433,0.8784722222222222,True
2026-05-08 03:40:00+00:00,79646.13,out_of_sample,trend_down,high_vol,3,0.630470871078894,8.35204,0.3381161061942127,0.8090277777777778,True
2026-05-13 17:15:00+00:00,79300.0,out_of_sample,trend_down,high_vol,4,0.5148592605461577,6.329630000000002,1.5631600904157001,0.8506944444444444,True
2026-05-13 17:40:00+00:00,79430.61,out_of_sample,trend_down,high_vol,3,0.6538088297462851,20.30807,0.7241141098179714,0.8263888888888888,True
2026-05-13 18:05:00+00:00,79597.74,out_of_sample,trend_down,high_vol,3,0.646049383550567,22.361250000000005,0.9007824944367341,0.7777777777777778,True
2026-05-18 16:10:00+00:00,76509.23,out_of_sample,trend_down,high_vol,3,0.42926045439166666,26.859699999999982,2.05879247716657,0.8506944444444444,True
2026-05-22 16:50:00+00:00,76999.46,out_of_sample,trend_down,high_vol,5,0.7377154300753284,40.94180000000001,1.9293235085213059,0.8541666666666666,True
2026-05-24 16:00:00+00:00,76568.68,out_of_sample,trend_down,high_vol,4,0.5581474276006713,21.17819,1.5798074469660015,0.8611111111111112,True
2026-05-27 15:15:00+00:00,75221.08,out_of_sample,trend_down,high_vol,3,0.6234161388794343,40.585409999999996,0.9338172927908194,0.875,True
2026-05-27 15:20:00+00:00,75399.88,out_of_sample,trend_down,high_vol,4,0.6373533340514513,17.348699999999994,1.1748788711013545,0.8993055555555556,True
2026-05-27 15:30:00+00:00,75431.76,out_of_sample,trend_down,high_vol,3,0.6062564907842055,-5.602809999999991,1.1277821561340142,0.8923611111111112,True
2026-05-27 19:00:00+00:00,75051.9,out_of_sample,trend_down,high_vol,3,0.7019501613946647,1.5047599999999974,0.8838647108835984,0.7013888888888888,True
2026-05-29 15:00:00+00:00,73313.95,out_of_sample,trend_down,high_vol,5,0.6500951573594481,35.74498,3.0556042484304164,0.90625,True
2026-05-31 15:25:00+00:00,73748.67,out_of_sample,trend_down,high_vol,3,0.7170075872737679,20.5799,0.9683017889612707,0.8576388888888888,True
2026-05-31 17:30:00+00:00,73660.25,out_of_sample,trend_down,high_vol,3,0.746590959278373,13.225670000000001,0.48749199542980287,0.8229166666666666,True
2026-05-31 17:35:00+00:00,73717.94,out_of_sample,trend_down,high_vol,3,0.6798366612580621,0.4891699999999979,0.6936581594320521,0.8368055555555556,True
2026-05-31 17:40:00+00:00,73724.96,out_of_sample,trend_down,high_vol,3,0.7128384282804,7.671090000000003,0.8536216453401109,0.8055555555555556,True
2026-06-01 08:55:00+00:00,72902.65,out_of_sample,trend_down,high_vol,4,0.731768286165141,109.96245,1.305098098875777,0.7881944444444444,True
2026-06-01 09:00:00+00:00,72966.16,out_of_sample,trend_down,high_vol,3,0.7346681577265223,-6.344639999999998,1.1505425845086104,0.7881944444444444,True
2026-06-01 09:05:00+00:00,73015.03,out_of_sample,trend_down,high_vol,4,0.7990291068163751,11.071839999999995,1.0881425896733068,0.7881944444444444,True
2026-06-01 16:45:00+00:00,71379.77,out_of_sample,trend_down,high_vol,3,0.581933909873005,-207.13461000000007,3.7104035686573327,0.9479166666666666,True
2026-06-02 04:30:00+00:00,71030.0,out_of_sample,trend_down,high_vol,3,0.6132697817007466,16.302759999999992,0.4552316637384039,0.9270833333333334,True
2026-06-02 04:35:00+00:00,71037.99,out_of_sample,trend_down,high_vol,3,0.6617885944996998,11.980330000000006,0.4567833542586354,0.9097222222222222,True
2026-06-03 00:15:00+00:00,67085.72,out_of_sample,trend_down,high_vol,3,0.5548485860125347,109.22464,1.340674957209538,0.7881944444444444,True
2026-06-05 07:25:00+00:00,62252.95,out_of_sample,trend_down,high_vol,3,0.583303095244338,52.9136,1.400571883689038,0.9236111111111112,True
2026-06-05 07:30:00+00:00,62445.84,out_of_sample,trend_down,high_vol,5,0.6044490651985404,50.91882000000001,1.7731912470729205,0.9236111111111112,True
