signal_name,exit_mode,fixed_holding_bars,signal_idx,entry_idx,exit_idx,signal_time,entry_time,exit_time,entry_price,exit_price,gross_return,net_return,holding_bars,exit_reason,false_squeeze_score,breakout_level,entry_forced_cover_score,entry_buy_aggression_ratio_15m,entry_cvd_15m,entry_cvd_slope_15m,exit_buy_aggression_ratio_15m,exit_cvd_15m,exit_cvd_slope_15m,cumulative_return,win,sample_split,holding_bars_config,holding_minutes,cost_label,round_trip_cost,equity_curve,running_max,drawdown
downtrend_highvol_forced_cover_signal,fixed_horizon,3,2512,2513,2516,2026-03-18 17:20:00+00:00,2026-03-18 17:25:00+00:00,2026-03-18 17:40:00+00:00,71504.287998,71576.301876,0.0010071267054923005,0.0002071267054923005,3,fixed_3b_exit,0,71450.7,3,0.6426335822303931,49.69903999999998,18.155320000000003,0.5921056224258667,66.11653999999999,14.938820000000007,0.00020712670549238865,True,in_sample,3,15,base_cost,0.0012000000000000001,1.0002071267054924,1.0002071267054924,0.0
downtrend_highvol_forced_cover_signal,fixed_horizon,3,2757,2758,2761,2026-03-19 13:45:00+00:00,2026-03-19 13:50:00+00:00,2026-03-19 14:05:00+00:00,69884.67414,69623.87244,-0.0037318869009467237,-0.004531886900946724,3,fixed_3b_exit,0,69823.5,4,0.5487074146393739,44.83325999999991,6.243870000000015,0.5858347773545793,53.837149999999966,-34.60887000000001,-0.004325698870257799,False,in_sample,3,15,base_cost,0.0012000000000000001,0.9956743011297422,1.0002071267054924,-0.004531886900946747
downtrend_highvol_forced_cover_signal,fixed_horizon,3,3095,3096,3099,2026-03-20 17:55:00+00:00,2026-03-20 18:00:00+00:00,2026-03-20 18:15:00+00:00,70013.989998,69945.098182,-0.000983972146166412,-0.0017839721461664119,3,fixed_3b_exit,0,69963.88,4,0.6546879707265746,81.0036799999999,50.52185999999999,0.48124311413886195,-3.5190300000000896,-26.432209999999998,-0.0061019540901270375,False,in_sample,3,15,base_cost,0.0012000000000000001,0.993898045909873,1.0002071267054924,-0.006307774287112378
downtrend_highvol_forced_cover_signal,fixed_horizon,3,3497,3498,3501,2026-03-22 03:25:00+00:00,2026-03-22 03:30:00+00:00,2026-03-22 03:45:00+00:00,69454.328088,69313.34455800001,-0.002029873931273962,-0.002829873931273962,3,fixed_3b_exit,0,69411.1,3,0.5062472786972226,3.572099999999935,-59.89598000000001,0.4733553682738974,-9.111880000000042,-28.823590000000003,-0.008914560260591564,False,in_sample,3,15,base_cost,0.0012000000000000001,0.9910854397394084,1.0002071267054924,-0.009119798012366842
downtrend_highvol_forced_cover_signal,fixed_horizon,3,3721,3722,3725,2026-03-22 22:05:00+00:00,2026-03-22 22:10:00+00:00,2026-03-22 22:25:00+00:00,68135.394354,68242.3488,0.0015697340129026127,0.0007697340129026127,3,fixed_3b_exit,0,68090.6,5,0.6396708687560277,74.19040000000001,51.98758000000002,0.636434329328419,79.64753999999996,-26.51209999999999,-0.008151688087931541,True,in_sample,3,15,base_cost,0.0012000000000000001,0.9918483119120685,1.0002071267054924,-0.008357083818185118
downtrend_highvol_forced_cover_signal,fixed_horizon,3,4216,4217,4220,2026-03-24 15:20:00+00:00,2026-03-24 15:25:00+00:00,2026-03-24 15:40:00+00:00,70227.122616,70044.108376,-0.002606033583359313,-0.003406033583359313,3,fixed_3b_exit,0,70131.96,4,0.5854448515896512,77.6410399999999,150.12989,0.46037483028954135,-28.46147000000004,18.616130000000034,-0.011529956747902359,False,in_sample,3,15,base_cost,0.0012000000000000001,0.9884700432520976,1.0002071267054924,-0.01173465289340081
downtrend_highvol_forced_cover_signal,fixed_horizon,3,4254,4255,4258,2026-03-24 18:30:00+00:00,2026-03-24 18:35:00+00:00,2026-03-24 18:50:00+00:00,69521.761572,69513.954428,-0.00011229784492616801,-0.000912297844926168,3,fixed_3b_exit,0,69496.1,3,0.5780427673387833,37.8243199999999,19.302,0.37180185938719806,-37.24818000000009,-19.76764,-0.012431735838135394,False,in_sample,3,15,base_cost,0.0012000000000000001,0.9875682641618646,1.0002071267054924,-0.012636245239781463
downtrend_highvol_forced_cover_signal,fixed_horizon,3,4840,4841,4844,2026-03-26 19:20:00+00:00,2026-03-26 19:25:00+00:00,2026-03-26 19:40:00+00:00,68563.07987399999,68619.39337599999,0.0008213385703135234,2.133857031352338e-05,3,fixed_3b_exit,0,68520.29,3,0.6980821535904654,42.74413999999995,8.794540000000005,0.552681138746798,15.296859999999938,7.517960000000002,-0.01241066254329104,True,in_sample,3,15,base_cost,0.0012000000000000001,0.987589337456709,1.0002071267054924,-0.01261517630887532
downtrend_highvol_forced_cover_signal,fixed_horizon,3,5082,5083,5086,2026-03-27 15:30:00+00:00,2026-03-27 15:35:00+00:00,2026-03-27 15:50:00+00:00,66538.545048,66199.177516,-0.005100314888989321,-0.005900314888989322,3,fixed_3b_exit,0,66458.57,4,0.571288405575657,104.57404999999994,98.51559,0.5636315437039177,65.25024999999994,51.944170000000014,-0.01823775061529398,False,in_sample,3,15,base_cost,0.0012000000000000001,0.981762249384706,1.0002071267054924,-0.018441057685262274
downtrend_highvol_forced_cover_signal,fixed_horizon,3,5484,5485,5488,2026-03-29 01:00:00+00:00,2026-03-29 01:05:00+00:00,2026-03-29 01:20:00+00:00,66542.70588,66529.631412,-0.00019648236162161936,-0.0009964823616216193,3,fixed_3b_exit,0,66500.0,3,0.6370355727908412,20.575450000000004,10.801650000000006,0.6745342827050315,30.371660000000002,3.8536900000000003,-0.01921605938011184,False,in_sample,3,15,base_cost,0.0012000000000000001,0.9807839406198882,1.0002071267054924,-0.019419163858170885
